p10,p25,p50,p75,p90,share_robust,share_risk,T_ROBUST,T_RISK,north_mean,south_mean,north_median,south_median,delta_mean
0.16324814409017563,0.3977184146642685,0.6890909075737,0.8136953264474869,0.8506852984428406,0.6128280748289823,0.2011814184001117,0.6,0.3,0.5198724300510701,0.6682358614376626,0.5871714055538177,0.7612223625183105,-0.14836343138659247
