count,mean,std,min,p25,median,p75,max,crs,transform
114608,0.5940541457443663,0.2596463844705961,-0.2659003734588623,0.3977184146642685,0.6890909075737,0.8136953264474869,0.932841956615448,EPSG:4326,"| 0.00, 0.00, 109.70|
| 0.00,-0.00, 23.97|
| 0.00, 0.00, 1.00|"
